,accuracy,loss,val_accuracy,val_loss
0,0.30000001192092896,1.6904065608978271,0.18459449708461761,1.7603511810302734
1,0.2750000059604645,1.7089086771011353,0.18425516784191132,1.7602652311325073
2,0.2750000059604645,1.6886945962905884,0.18459449708461761,1.7601560354232788
3,0.26249998807907104,1.6821950674057007,0.1852731555700302,1.7600549459457397
4,0.2750000059604645,1.6907713413238525,0.1849338263273239,1.7599555253982544
5,0.2874999940395355,1.6932060718536377,0.1849338263273239,1.7598477602005005
6,0.3125,1.6947628259658813,0.1852731555700302,1.7597383260726929
7,0.2750000059604645,1.6972548961639404,0.1852731555700302,1.759635090827942
8,0.25,1.6979389190673828,0.1859518140554428,1.7595285177230835
9,0.2750000059604645,1.7062914371490479,0.1862911432981491,1.7594282627105713
10,0.26249998807907104,1.6869733333587646,0.1859518140554428,1.7593244314193726
11,0.3125,1.6868817806243896,0.1859518140554428,1.7592185735702515
12,0.2874999940395355,1.6776182651519775,0.1856124848127365,1.7591191530227661
13,0.2750000059604645,1.6809961795806885,0.1859518140554428,1.7590274810791016
14,0.30000001192092896,1.6816905736923218,0.1866304725408554,1.7589257955551147
15,0.2874999940395355,1.683379888534546,0.1869698017835617,1.7588205337524414
16,0.2874999940395355,1.700139045715332,0.187309131026268,1.7587147951126099
17,0.25,1.693966269493103,0.187309131026268,1.7586089372634888
18,0.2750000059604645,1.6958122253417969,0.187309131026268,1.7585035562515259
19,0.2874999940395355,1.6879918575286865,0.1869698017835617,1.7584046125411987
