,accuracy,loss,val_accuracy,val_loss
0,0.2266666740179062,1.7865897417068481,0.2792670428752899,1.7204097509384155
1,0.30666667222976685,1.697102427482605,0.34882932901382446,1.648787260055542
2,0.33416667580604553,1.632096529006958,0.4244994819164276,1.5898642539978027
3,0.39250001311302185,1.5772943496704102,0.4645402133464813,1.5381633043289185
4,0.4533333480358124,1.5261566638946533,0.504920244216919,1.492422103881836
5,0.4566666781902313,1.4784488677978516,0.5351204872131348,1.4492900371551514
6,0.4808333218097687,1.4354816675186157,0.5541228652000427,1.410022497177124
7,0.5024999976158142,1.3940125703811646,0.5775364637374878,1.3737554550170898
8,0.5166666507720947,1.3585354089736938,0.5989141464233398,1.340537190437317
9,0.550000011920929,1.3266559839248657,0.6162198781967163,1.3097437620162964
10,0.565833330154419,1.2973072528839111,0.6335256099700928,1.2815289497375488
11,0.5733333230018616,1.2680734395980835,0.6443841457366943,1.2558175325393677
12,0.5891666412353516,1.2368543148040771,0.668476402759552,1.2306902408599854
13,0.6000000238418579,1.2162578105926514,0.6868001222610474,1.2074158191680908
14,0.6183333396911621,1.1942946910858154,0.7037665247917175,1.184827208518982
15,0.6208333373069763,1.1753461360931396,0.7136070728302002,1.1644656658172607
16,0.6483333110809326,1.1493613719940186,0.7203935980796814,1.143989086151123
17,0.6358333230018616,1.1347166299819946,0.7305734753608704,1.1243255138397217
18,0.6675000190734863,1.1080238819122314,0.7363420724868774,1.1067794561386108
19,0.6499999761581421,1.0987688302993774,0.7485578656196594,1.0891820192337036
