,accuracy,loss,val_accuracy,val_loss
0,0.38999998569488525,1.5611915588378906,0.585680365562439,1.3532614707946777
1,0.5766666531562805,1.2102851867675781,0.675262987613678,1.1237136125564575
2,0.6866666674613953,1.0267621278762817,0.8062436580657959,0.9629009962081909
3,0.7516666650772095,0.8838830590248108,0.8405157923698425,0.8528235554695129
4,0.8058333396911621,0.7779998183250427,0.8313539028167725,0.7653990983963013
5,0.8308333158493042,0.6962589621543884,0.838819146156311,0.6912941336631775
6,0.8550000190734863,0.6271007061004639,0.8527315855026245,0.6383867263793945
7,0.862500011920929,0.5802857279777527,0.8489989638328552,0.5939221382141113
8,0.8691666722297668,0.5397685766220093,0.8642687201499939,0.5517191290855408
9,0.8641666769981384,0.5016375780105591,0.8825924396514893,0.5220952033996582
10,0.8816666603088379,0.4735771119594574,0.8741092681884766,0.49412572383880615
11,0.887499988079071,0.44097232818603516,0.8788598775863647,0.47215068340301514
12,0.8958333134651184,0.42007872462272644,0.8829317688941956,0.4439167082309723
13,0.8883333206176758,0.39938628673553467,0.8971835970878601,0.4265105128288269
14,0.8924999833106995,0.38492003083229065,0.9032914638519287,0.4032192528247833
15,0.8999999761581421,0.3613114356994629,0.8978622555732727,0.3962216377258301
16,0.9008333086967468,0.3509414792060852,0.8907363414764404,0.38675862550735474
17,0.9141666889190674,0.33136630058288574,0.8968442678451538,0.3723549246788025
18,0.9125000238418579,0.32032158970832825,0.9053274393081665,0.35505762696266174
19,0.9133333563804626,0.3057974874973297,0.9063454270362854,0.34550899267196655
